"id","title","referenced_id","referenced_class"
5061,rape seed cake and meal,"2306",Heading
5062,raschel lace,"6002",Heading
5063,rasps,"8203",Heading
5064,rat poisons,"3808",Heading
5065,rattan canes,"1401",Heading
5066,rattles,"9208",Heading
5067,rattles,"9503",Heading
5068,razor blades and blanks,"8212",Heading
5069,"razors, electric","8510",Heading
5070,"razors, non electric including parts","8212",Heading
5071,"razor, safety","8212",Heading
5072,reaction engines,"8411",Heading
5073,reaction engines,"8412",Heading
5074,"reactors, nuclear","8401",Heading
5075,reaction initiators and accelerators for chemical processes,"3815",Heading
5076,reading covers (for books) of leather,"4205",Heading
5077,reading jackets (for books) of plastics,"3926",Heading
5078,reagents - blood grouping,"3002",Heading
5079,reagents - blood grouping,"3006",Heading
5080,reagents - diagnostic or laboratory,"3822",Heading
5081,reamers,"8207",Heading
5082,reaping machines,"8433",Heading
5083,"reaping tools, hand","8201",Heading
5084,recoil absorbers,"9305",Heading
5085,recoil mechanisms,"9305",Heading
5086,record players,"8519",Heading
5196,rolls film - exposed but not developed,"3704",Heading
5087,"record players, combined with radio broadcast receivers","8527",Heading
5088,recorded media for sound or other similarly recorded phenomena,"8523",Heading
5089,"recorders, tape - instrumentation","8543",Heading
5090,"recorders, tape - sound","8519",Heading
5091,"recording apparatus, sound","8519",Heading
5092,"recording apparatus, time","9106",Heading
5093,recording tapes,"8523",Heading
5094,"recording, sound or data cd","8523",Heading
5095,"records, gramophone","8523",Heading
5096,rectifiers - battery chargers,"8504",Heading
5097,"rectifiers - mercury arc, metal tank","8504",Heading
5098,"rectifiers - mercury arc, valve","8540",Heading
5099,rectifiers - selenium and copper,"8504",Heading
5100,rectifiers - semi-conductor,"8541",Heading
5101,rectifiers - valve and tube,"8540",Heading
5102,rectifying apparatus,"8504",Heading
5103,rectifying apparatus,"8540",Heading
5104,rectifying apparatus,"8541",Heading
5105,red lead,"2824",Heading
5106,reducers - apparatus,"9008",Heading
5107,reducers - apparatus,"9010",Heading
5108,reducers - photographic chemicals,"3707",Heading
5109,reducers - pressure reducers,"8481",Heading
5110,reducers - tube/pipe fittings,"7307",Heading
5111,reduction gear,"8406",Heading
5112,reduction gear,"8483",Heading
5113,reeds (plaiting material),"1401",Heading
5114,reeling machines for yarn,"8445",Heading
5115,"reels, fishing","9507",Heading
5116,"reels for cables, piping and the like, of iron or steel","7326",Heading
5117,"reels, sewing thread, wood","4421",Heading
5118,refrigeration gas compressors,"8414",Heading
5119,refrigerators,"8418",Heading
5120,refractometers,"9027",Heading
5121,"refractory articles, unfired","6815",Heading
5122,refractory cements or mortars,"3816",Heading
5123,"refractory goods, fired, non constructional","6903",Heading
5124,refuse collection vehicles,"8704",Heading
5125,regenerated cellulose sheets,"3919",Heading
5126,regenerated cellulose sheets,"3920",Heading
5127,regenerated cellulose sheets,"3921",Heading
5128,regulators and control units,"9032",Heading
5129,reinforcing (including deformed) bars of iron or steel,"7213",Heading
5130,reinforcing (including deformed) bars of iron or steel,"7214",Heading
5131,reinforcing fabric of aluminium wire,"7616",Heading
5132,reinforcing fabric of copper wire,"7414",Heading
5133,reinforcing fabric of iron or steel wire,"7314",Heading
5134,"relays, electrical","8535",Heading
5135,"relays, electrical","8536",Heading
5136,religious articles,"7114",Heading
5137,religious articles,"8306",Heading
5138,religious articles,"9601",Heading
5139,remote control radio apparatus,"8526",Heading
5140,remote controls (infra red),"8543",Heading
5141,rennet,"3507",Heading
5142,"reproducing apparatus, sound","8519",Heading
5143,"reservoirs, aluminium","7611",Heading
5144,"reservoirs, aluminium","7612",Heading
5145,"reservoirs, copper","7419",Heading
5146,"reservoirs, iron or steel","7309",Heading
5147,"reservoirs, iron or steel","7310",Heading
5148,"residues, fatty","1522",Heading
5149,resin acids,"3806",Heading
5150,resinoids (essential oils),"3301",Heading
5151,"resins, natural","1301",Heading
5152,"rigs, floating or submersible and drilling or production, for oil or gas extraction","8905",Heading
5153,ring (jewellery),"7113",Heading
5154,ring spanners,"8204",Heading
5155,"riveting machines, metal working","8463",Heading
5156,"rivets, metal - blinds, tubular pop and bifurcated","8308",Heading
5157,"rivets, metal - copper","7415",Heading
5158,"rivets, metal - iron or steel","7318",Heading
5159,road-rail containers,"8609",Heading
5160,"road rollers, mechanically propelled","8429",Heading
5161,"road rollers, not mechanically propelled","8429",Heading
5162,road sweeper lorries,"8705",Heading
5163,robes,"4303",Heading
5164,robes,"6114",Heading
5165,robes,"6211",Heading
5166,"robots, industrial - handling","8428",Heading
5167,"robots, industrial - welding","8515",Heading
5168,"robots, industrial - multi functional","8479",Heading
5169,rock drilling bits,"8207",Heading
5170,rock salt,"2501",Heading
5171,rock wool,"6806",Heading
5172,rockets - ammunition,"9306",Heading
5173,rockets - engines,"8412",Heading
5174,"rockets - for aircraft, guided missile, etc","8412",Heading
5175,rockets - pyrotechnics,"3604",Heading
5176,rockets - projectors and launchers,"9301",Heading
5177,rockets - ramps and towers,"8479",Heading
5178,rockets - ramps and towers,"8805",Heading
5179,rocking chairs,"9401",Heading
5180,rocking chairs,"9402",Heading
5181,"rods, fishing","9507",Heading
5182,rods - aluminium,"7604",Heading
5183,"rods - base metal, coated or corded with flux materials for soldering, welding, etc","8311",Heading
5184,rods - copper,"7407",Heading
5185,rods - lead,"7803",Heading
5186,rods - magnesium,"8104",Heading
5187,rods - nickel,"7505",Heading
5188,rods - plastics,"3916",Heading
5189,rods - rubber,"4006",Heading
5190,rods - rubber,"4008",Heading
5191,rods - rubber,"4017",Heading
5192,rods - tin,"8003",Heading
5193,rods - zinc,"7904",Heading
5194,roes,"1604",Heading
5305,rubber - thread,"4006",Heading
5195,rolls film - sensitised and unexposed,"3702",Heading
5197,rolls film - exposed and developed,"3705",Heading
5198,rolls film - exposed and developed,"3706",Heading
5199,rolled gold,"7109",Heading
5200,roller bearings,"8482",Heading
5201,"rollers, lawn and sports ground","8432",Heading
5202,"rollers, road, self propelled","8429",Heading
5203,"rollers, road, not self propelled","8430",Heading
5204,"rolling mill (metal working), handling machinery","8428",Heading
5205,rolling pins of wood,"4419",Heading
5206,"rolling pins, ceramic","6911",Heading
5207,"rolling pins, ceramic","6912",Heading
5208,rolls (machinery) metal rolling mills,"8455",Heading
5209,rompers,"6111",Heading
5210,rompers,"6209",Heading
5211,"roof capping, zinc","7907",Heading
5212,roofing tiles - asbestos cement,"6811",Heading
5213,roofing tiles - cement or concrete,"6810",Heading
5214,roofing tiles - ceramic,"6905",Heading
5215,roofing tiles - slate,"6803",Heading
5216,"root harvesters, lifters and toppers","8433",Heading
5217,"roots for use in perfumery, pharmacy, insecticides, etc","1211",Heading
5218,"roots, plant (other than tuberous)","0602",Heading
5219,"roots, tuberous","0601",Heading
5220,rope - aluminium,"7614",Heading
5221,rope - copper,"7413",Heading
5222,rope - iron or steel,"7312",Heading
5223,rope making machinery,"8479",Heading
5224,rope - textile,"5607",Heading
5225,"rope - textile, scrap or worn out","6310",Heading
5226,"rose stocks, trees, shrubs, bushes and plants","0602",Heading
5227,rosettes - base metal,"8306",Heading
5228,rosettes - ceramics,"6905",Heading
5229,rosettes - glass,"7016",Heading
5230,rosettes - plaster,"6809",Heading
5231,rosettes - textiles,"6117",Heading
5232,rosettes - textiles,"6217",Heading
5233,rosettes - textiles,"6307",Heading
5234,rosin,"3806",Heading
5235,"rotary convertors, electric","8502",Heading
5236,rotachutes,"8804",Heading
5237,rotors - pump rotors,"4016",Heading
5238,rotors - for compressors,"8414",Heading
5239,rotors - for gas turbines,"8411",Heading
5240,"rotors - for helicopters, etc","8803",Heading
5241,rotors - for steam turbines,"8406",Heading
5242,rotors - for hydraulic turbines,"8410",Heading
5243,rotors - for turbo jet engines,"8411",Heading
5244,rotors and stators (unwound),"8503",Heading
5245,"roundabouts, fairground","9508",Heading
5246,rovings - of abaca,"5305",Heading
5247,rovings - of cotton,"5203",Heading
5248,rovings - of flax,"5301",Heading
5249,rovings - of glass fibres,"7019",Heading
5250,rovings - of man made staple fibres,"5506",Heading
5251,rovings - of man made staple fibres,"5507",Heading
5252,rovings - of silk,"5003",Heading
5253,rovings - of wool,"5105",Heading
5254,rovings - roving cans,"8448",Heading
5255,rovings - roving machines,"8445",Heading
5256,"rowing apparatus, exercise","9506",Heading
5257,rowing boats,"8903",Heading
5258,"rubber - accelerators, prepared","3812",Heading
5259,rubber - apparel,"4015",Heading
5260,rubber - balata,"4001",Heading
5261,"rubber - belts and belting, conveyor, elevator, machinery or transmission","4010",Heading
5262,"rubber - carpet, underlay","4008",Heading
5263,"rubber - cord, vulcanised","4007",Heading
5264,"rubber - cord, textile covered","5604",Heading
5265,rubber - dispersions,"4005",Heading
5266,rubber - ebonite,"4017",Heading
5267,rubber - flooring and tiles,"4008",Heading
5268,rubber - footwear,"6401",Heading
5269,rubber - footwear,"6402",Heading
5270,rubber - gloves,"4015",Heading
5271,rubber - gutta-percha,"4001",Heading
5272,rubber - hard ebonite and vulcanite),"4017",Heading
5273,rubber - hosepiping,"4009",Heading
5274,rubber - hot water bottles,"4014",Heading
5275,rubber - hygienic and pharmaceutical articles,"4014",Heading
5276,rubber - inflatable goods,"4016",Heading
5277,"rubber - latex, natural","4001",Heading
5278,"rubber - latex, natural","4005",Heading
5279,"rubber - latex, synthetic","4002",Heading
5280,"rubber - latex, synthetic","4005",Heading
5281,rubber - masterbatch,"4005",Heading
5282,rubber - mats and matting,"4008",Heading
5283,rubber - mats and matting,"4016",Heading
5284,"rubber - natural, raw","4001",Heading
5285,rubber - parings,"4004",Heading
5286,rubber - piping and tubing,"4009",Heading
5287,"rubber - plates, sheets and strips","4005",Heading
5288,"rubber - plates, sheets and strips","4008",Heading
5289,"rubber - plates, sheets and strips","4017",Heading
5290,rubber - profile shapes,"4008",Heading
5291,rubber - profile shapes,"4017",Heading
5292,"rubber - raw, natural","4001",Heading
5293,"rubber - raw, synthetic","4002",Heading
5294,rubber - reclaimed,"4003",Heading
5295,rubber - rods,"4006",Heading
5296,rubber - rods,"4008",Heading
5297,rubber - rods,"4017",Heading
5298,rubber - roller covering for machinery,"4009",Heading
5299,rubber - scraps,"4004",Heading
5300,rubber - scraps,"4017",Heading
5301,"rubber - seats, fluid and oil","4016",Heading
5302,rubber - solutions,"4005",Heading
5303,rubber - stationery requisites,"4016",Heading
5304,"rubber - synthetic, raw","4002",Heading
5306,rubber - thread,"4007",Heading
5307,"rubber - thread, textile covered","5604",Heading
5308,rubber - tyres,"4011",Heading
5309,rubber - tyres,"4012",Heading
5310,rubber - vulcanite,"4017",Heading
5311,rubber - waste,"4004",Heading
5312,rubber - waste,"4017",Heading
5313,rubber - working machinery,"8477",Heading
5314,ruches,"6117",Heading
5315,ruches,"6217",Heading
5316,rucksacks,"4202",Heading
5317,rugs - rugs (floor coverings),"57",Chapter
5318,rugs - rugs (travelling),"6301",Heading
5319,rum,"2208",Heading
5320,rupture appliances,"9021",Heading
5321,rushes (plaiting material),"1401",Heading
5322,rusks,"1905",Heading
5323,rust preventatives,"3811",Heading
5324,rye,"1002",Heading
5325,rye,"1102",Heading
5326,rye,"1103",Heading
5327,rye,"1104",Heading
5328,rye grass seed,"1209",Heading
5329,sabres,"9506",Heading
5330,saccharin - preparations - containing foodstuffs,"2106",Heading
5331,saccharin - preparations - containing substances other than foodstuff,"3824",Heading
5332,"saccharin - preparations - saccharin and its salts, without additives","2925",Heading
5333,sachets - scented,"3307",Heading
5334,sachets - textile,"6305",Heading
5335,sachets - textile,"6307",Heading
5336,"sacks, for the packing of goods, of woven textile material","6305",Heading
5337,sacks (non woven) plastics,"3923",Heading
5338,saddlery,"4201",Heading
5339,"safes, base metal","8303",Heading
5340,safety glass,"7007",Heading
5341,safety helmets,"6506",Heading
5342,safety pins - copper,"7419",Heading
5343,safety pins - iron or steel,"7319",Heading
5344,safety razors,"8212",Heading
5345,saffron,"0910",Heading
5346,sago - flour and meal,"1106",Heading
5347,sago - prepared,"1903",Heading
5348,sago - starch,"1108",Heading
5349,"sago and tapioca, substitute starches, prepared","1903",Heading
5350,sailboards,"9506",Heading
5351,sailboats,"8903",Heading
5352,"sails, textile","6309",Heading
5353,"salad cream, mayonnaise and dressing","2103",Heading
5354,salep flour and meal,"1106",Heading
5355,salmon - live,"0301",Heading
5356,salmon - fresh/chilled,"0302",Heading
5357,salmon - frozen,"0303",Heading
5358,"salmon - dried, salted or in brine, smoked","0305",Heading
5359,"salmon - canned, prepared or otherwise preserved","1604",Heading
5360,salt,"2501",Heading
5361,salts of metallic acids,"2841",Heading
5362,sandals,"6402",Heading
5363,sandals,"6403",Heading
5364,sandals,"6404",Heading
5365,sandals,"6405",Heading
5366,"sandblasting machines, including nozzles","8424",Heading
5367,sanding tools,"8465",Heading
5368,sanding tools,"8467",Heading
5369,"sands, natural ","2505",Heading
5370,"sandstone, crude","2516",Heading
5371,"sanitary towels, of textile wadding","5601",Heading
5372,"sanitary towels, of cellulose wadding","4818",Heading
5373,sanitary wares - aluminium,"7615",Heading
5374,sanitary wares - ceramic,"6910",Heading
5375,sanitary wares - copper,"7418",Heading
5376,sanitary wares - iron or steel,"7324",Heading
5377,sanitary wares - plastics,"3922",Heading
5378,sanitary ware (ceramic) making machinery,"8474",Heading
5379,sanseviera (bowstring hemp),"5305",Heading
5380,sashes,"6117",Heading
5381,sashes,"6217",Heading
5382,"sateen's, cotton","5208",Heading
5383,"sateen's, cotton","5212",Heading
5384,satellites,"8802",Heading
5385,satellite television receivers,"8528",Heading
5386,satellite launch vehicles,"8802",Heading
5387,satins,"5007",Heading
5388,"saucepans, aluminium","7615",Heading
5389,"saucepans, of iron or steel","7323",Heading
5390,"saucepans, copper","7118",Heading
5391,"sauces, spicy","2103",Heading
5392,sausage casings of plastics,"3917",Heading
5393,sausages,"1601",Heading
5394,saw blade blands,"8202",Heading
5395,"saw blades, for hand or machine saws","8202",Heading
5396,sawdust,"4401",Heading
5397,sawing machines - metal working,"8465",Heading
5398,sawing machines - wood working,"8465",Heading
5399,saw (non ~mechanical),"8202",Heading
5400,"saws, surgical","9018",Heading
5401,scabbards for side arms,"9307",Heading
5402,"scaffolding, of iron or steel","7308",Heading
5403,scales,"8423",Heading
5404,scales,"9016",Heading
5405,scallops,"0307",Heading
5406,scandium,"2805",Heading
5407,scandium compounds,"2846",Heading
5408,"scanner, computer","8471",Heading
5409,scanning electron microscopes,"9012",Heading
5410,scarves,"6117",Heading
5411,scarves,"6214",Heading
5412,"scented sprays, empty","9616",Heading
5413,scented sachets,"3307",Heading
5414,schappe,"5003",Heading
5415,scheelite,"2611",Heading
5416,school compasses,"9017",Heading
5417,schumacks rugs,"5702",Heading
5418,scissors,"8213",Heading
5419,scooters - adult,"8716",Heading
5420,scooters - children only,"9503",Heading
5421,"scooters, mobility","8703",Heading
5422,"scooters, motor","8711",Heading
5423,scouring preparations,"3405",Heading
5424,scramblers,"8543",Heading
5425,"scraper machines, earth, self propelled","8429",Heading
5426,scrapers (hand tools),"8205",Heading
5427,"screening machinery, mineral","8474",Heading
5428,"screening, woven wire, aluminium","7616",Heading
5429,"screening, woven wire, copper","7419",Heading
5430,screens for projectors,"9010",Heading
5431,"screw cutting machines, metal working","8459",Heading
5432,"screwdrivers, hand","8205",Heading
5433,"screw hooks and rings, iron or steel","7318",Heading
5434,"screws, nickel","7508",Heading
5435,"sculptures, original","9703",Heading
5436,scythes,"8201",Heading
5437,sea salt,"2501",Heading
5438,sealing wafers of cereal flour,"1905",Heading
5439,dealing waxes,"3214",Heading
5440,dealing waxes,"3404",Heading
5441,"seals and plombs, base metal","8309",Heading
5442,seal meat,"0208",Heading
5443,"seals, rubber","4016",Heading
5444,seals plastic,"3926",Heading
5445,searchlight lorries,"8705",Heading
5446,searchlights,"9405",Heading
5447,"seasonings, mixed","2103",Heading
5448,seat belts,"8708",Heading
5449,seat sticks,"6602",Heading
5450,"seats (including aircraft and vehicle) and parts, thereof","9401",Heading
5451,"seaweed, raw","1212",Heading
5452,secateurs,"8201",Heading
5453,sections - aluminium,"7604",Heading
5454,sections - copper,"7407",Heading
5455,sections - iron or steel,"7216",Heading
5456,sections - iron or steel,"7301",Heading
5457,sections - iron or steel or other alloy steel,"7228",Heading
5458,sections - lead,"7803",Heading
5459,sections - magnesium,"8104",Heading
5460,sections - nickel,"7505",Heading
5461,sections - tin,"8003",Heading
5462,sections - zinc,"7904",Heading
5463,seed cleaning machines ,"8433",Heading
5464,seed ~distributors,"8432",Heading
5465,seeds - cereal,"10",Chapter
5466,seeds - for carving,"1404",Heading
5467,seeds - leguminous vegetable,"0713",Heading
5468,seeds - oil,"12",Chapter
5469,seeds - spice,"0909",Heading
5470,"seeds - vegetable, other than leguminous","1209",Heading
5471,seismographs,"9015",Heading
5472,seismometers,"9015",Heading
5473,seger cones,"3824",Heading
5474,selenium,"2804",Heading
5475,selnium pigment colours,"3206",Heading
5476,semen,"0511",Heading
5477,semi conductor ~machines and apparatus for - assembly of semiconductor devices or electronic integrated circuits,"8486",Heading
5478,semi conductor ~machines and apparatus for - inspecting semiconductor wafers or devices or for inspecting photomasks or reticles used in manufacturing semiconductor devices,"9031",Heading
5479,"semi conductor ~machines and apparatus for - lifting, handling, loading or unloading of boules, wafers, semiconductor devices, electronic integrated circuits and flat panel displays","8486",Heading
5480,"semi conductor ~machines and apparatus for - manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays","8486",Heading
5481,semi conductor ~machines and apparatus for - manufacture or repair of masks and reticles,"8486",Heading
5482,semi conductor ~machines and apparatus for - measuring or checking semiconductor wafers or devices,"9030",Heading
5483,semi conductor devices,"8541",Heading
5484,semi conductor devices,"8542",Heading
5485,semolina,"1103",Heading
5486,"sensitised paper, paperboard and cloth","3703",Heading
5487,sensitised plates - unexposed,"3701",Heading
5488,sensitised plate - exposed but not developed,"3704",Heading
5489,sensors,"9031",Heading
5490,"separating machines, mineral","8474",Heading
5491,servers - file for digital processing,"8471",Heading
5492,servers - for data transmission,"8471",Heading
5493,"serviettes, paper","8418",Heading
5494,servo brakes,"8708",Heading
5495,servomotors,"8412",Heading
5496,servomotors,"8501",Heading
5497,sesamum oil,"1515",Heading
5498,sesamum oil,"1518",Heading
5499,sesamum seed,"1207",Heading
5500,set top boxes with a hard disc drive,"8521",Heading
5501,set top boxes without a hard disc drive,"8528",Heading
5502,sewing machines and furniture therefore,"8452",Heading
5503,sewing machines for book binding,"8440",Heading
5504,sewing thread - of cotton,"5204",Heading
5505,sewing thread - of man made filament,"5401",Heading
5506,sewing thread - of man made staple fibre,"5508",Heading
5507,"shafts, transmission for machinery","8483",Heading
5508,shale,"2714",Heading
5509,shale,"3206",Heading
5510,shampoos,"3305",Heading
5511,shank tools,"8207",Heading
5512,shantung,"5007",Heading
5513,shaper tools,"8207",Heading
5514,"shaping machines, metal working","8462",Heading
5515,"share, stock and bonded certificates","4907",Heading
5516,"sharpening wheels, discs, etc","6804",Heading
5517,sharps,"2302",Heading
5518,shave hooks,"8205",Heading
5519,"shavers - electric - blades, cutting plates and heads","8510",Heading
5520,shavers - electric - complete and other parts,"8510",Heading
5521,"shavers, non electric, including parts","8212",Heading
5522,shaving cream,"3307",Heading
5523,"shawls, scarves, mufflers, mantillas, veils and the like - other than knitted or crocheted","6214",Heading
5524,"shawls, scarves, mufflers, mantillas, veils and the like - knitted or crocheted","6117",Heading
5525,shearing machines (metal working),"8462",Heading
5526,"shears, grass","8201",Heading
5527,"shears, metal cutting (hand tools)","8203",Heading
5528,"shears, tailors","8213",Heading
5758,solar cells,"8541",Heading
5529,"sheath, contraceptives, rubber","4014",Heading
5530,sheep,"0104",Heading
5531,sheep shears (machinery) ,"8436",Heading
5532,sheets (bed linen),"6302",Heading
5533,"sheets, metal - aluminium","7606",Heading
5534,"sheets, metal - copper","7409",Heading
5535,"sheets, metal -  iron or steel","7208",Heading
5536,"sheets, metal - iron or steel of stainless steel","7219",Heading
5537,"sheets, metal - iron or steel of other alloy steel","7225",Heading
5538,"sheets, metal - lead","7804",Heading
5539,"sheets, metal - magnesium","8104",Heading
5540,"sheets, metal - nickel","7506",Heading
5541,"sheets, metal - tin","8007",Heading
5542,"sheets, metal - zinc","7905",Heading
5543,"sheets, plastics","3918",Heading
5544,"sheets, plastics","3919",Heading
5545,"sheets, plastics","3920",Heading
5546,"sheets, plastics","3921",Heading
5547,sheets of rubber,"4005",Heading
5548,sheets of rubber,"4008",Heading
5549,sheets of rubber,"4017",Heading
5550,"sheets, tiles, etc of asbestos cement","6811",Heading
5551,shellac,"1301",Heading
5552,shellfish,"0306",Heading
5553,shellfish,"0307",Heading
5554,shellfish,"1605",Heading
5555,shelling machines,"8433",Heading
5556,shelling machines,"8438",Heading
5557,"shells, artillery","9306",Heading
5558,"shells, sea","0508",Heading
5559,shelves and shelving (furniture) floor standing/wall mounted,"9403",Heading
5560,sherry,"2204",Heading
5561,shingle,"2517",Heading
5562,shin guard,"9506",Heading
5563,ships,"8901",Heading
5564,ships biscuits,"1905",Heading
5565,ships bottom compositions,"3208",Heading
5566,ships bottom compositions,"3210",Heading
5567,ships for breaking up,"8908",Heading
5568,ships propellers,"8487",Heading
5569,"ships spare parts, classified to appropriate chapter","89",Chapter
5570,shirt blouses,"6106",Heading
5571,shirt blouses,"6206",Heading
5572,shirts - men's or boy's knitted or crocheted,"6105",Heading
5573,shirts - men's or boy's other than knitted or crocheted,"6205",Heading
5574,shock absorbers,"8708",Heading
5575,shock absorbers,"8709",Heading
5576,shock absorbers,"8714",Heading
5577,shock absorbers,"8716",Heading
5578,shoddy,"5104",Heading
5579,shoe brakes,"8708",Heading
5580,"shoe horns, of shell","9601",Heading
5581,"shoe horns, of metal","8205",Heading
5582,"shoe cleaning kits, travel","9605",Heading
5583,shoes,"6402",Heading
5584,shoes,"6403",Heading
5585,shoes,"6404",Heading
5586,shoes,"6405",Heading
5587,shopping bags,"3923",Heading
5588,shopping bags,"4202",Heading
5589,shopping trolleys,"8716",Heading
5590,shorts (other than swimwear) - men's and boy's knitted or crocheted,"6103",Heading
5591,shorts (other than swimwear) - men's or boy's other than knitted or crocheted,"6203",Heading
5592,shorts (other than swimwear) - women's or girl's knitted or crocheted,"6104",Heading
5593,shorts (other than swimwear) - women's or girl's other than knitted or crocheted,"6204",Heading
5594,shotguns,"9303",Heading
5595,"shot, iron or steel","7205",Heading
5596,"shot, lead (for ammunition)","9306",Heading
5597,shoulder pads,"4015",Heading
5598,shoulder pads,"6117",Heading
5599,shoulder pads,"6217",Heading
5600,shovels,"8201",Heading
5601,shower gel,"3401",Heading
5602,showers (electric),"8516",Heading
5603,shredding machines (paper),"8472",Heading
5604,shrimps,"0306",Heading
5605,shrimps,"1605",Heading
5606,shrubs,"0602",Heading
5607,"shuttles, textile machine (except sewing machines)","8448",Heading
5608,siam jute,"8503",Heading
5609,sickles,"8201",Heading
5610,sida,"5303",Heading
5611,"side arms (bayonets, swords, etc)","9307",Heading
5612,side cars,"8711",Heading
5613,side delivery rakes,"8433",Heading
5614,"sieves, hand","9604",Heading
5615,"sieving, woven wire, aluminium","7616",Heading
5616,"sieving, woven wire, copper","7419",Heading
5617,sight testing apparatus,"9018",Heading
5618,"sign plates, base metal, complete","8310",Heading
5619,signal generators,"8543",Heading
5620,"signalling equipment, electric","8512",Heading
5621,"signalling equipment, electric","8530",Heading
5622,"signalling equipment, electric","8531",Heading
5623,"signalling equipment, electro mechanical ","8608",Heading
5624,"signalling equipment, mechanical - non electric","8608",Heading
5625,"signalling whistles, etc","9208",Heading
5626,silica gel,"2811",Heading
5627,silicates,"2839",Heading
5628,"silicates, double or complex","2842",Heading
5629,siliceous fossil meals and earths,"2512",Heading
5630,silicides,"2850",Heading
5631,silicon,"2804",Heading
5632,silicon alloys and products (including transistors),"3818",Heading
5633,silicon alloys and products (including transistors),"3824",Heading
5634,silicon alloys and products (including transistors),"8541",Heading
5635,silicones in primary forms,"3910",Heading
5636,silk - bolting cloth,"5911",Heading
5637,"silk - cocoons, suitable for reeling","5001",Heading
5638,"silk - cocoons, unsuitable for reeling","5003",Heading
5639,"silk - fabrics, knitted","6001",Heading
5640,"silk - fabrics, knitted","6002",Heading
5641,"silk - fabrics, woven","5007",Heading
5642,silk - narrow woven fabrics,"5806",Heading
5643,silk - noils,"5003",Heading
5644,silk - pulled or garneted rags,"5003",Heading
5645,silk - raw (not thrown),"5002",Heading
5646,silk - waste,"5003",Heading
5647,silk - yarn,"5004",Heading
5648,silk worm gut,"5006",Heading
5649,silkgrass,"5305",Heading
5650,sillimanite,"2508",Heading
5651,silver - anodes,"7115",Heading
5652,silver - chemicals,"2843",Heading
5653,silver - coin,"7118",Heading
5654,"silver - jewellery, gem set or not","7113",Heading
5655,silver - ore,"2616",Heading
5656,silver - plated wares - cutlery,"8211",Heading
5657,silver - plated wares - cutlery,"8214",Heading
5658,silver - plated wares - cutlery,"8215",Heading
5659,"silver - plated wares - domestic wares, copper","7418",Heading
5660,"silver - plated wares - domestic wares, iron or steel","7323",Heading
5661,"silver - plated wares - domestic wares, zinc","7907",Heading
5662,silver - plated wares - ornamental,"8306",Heading
5663,"silver - silversmiths wares, other than jewellery","7114",Heading
5664,silver - unwrought or semi manufactured,"7106",Heading
5665,silver - waste and scrap,"7112",Heading
5666,silver - wire,"7106",Heading
5667,simulators - flight,"8805",Heading
5668,simulators - other,"8543",Heading
5669,sinews,"0511",Heading
5670,sinks - ceramic,"6910",Heading
5671,sinks - iron or steel,"7324",Heading
5672,sinks - plastics,"3922",Heading
5673,sintered metal carbide tools,"8207",Heading
5674,"sirens, electric","8531",Heading
5675,sisal - not spun,"5305",Heading
5676,"sisal - rope, twine","5607",Heading
5677,sisal - yarn,"5308",Heading
5678,sizing additives and agents,"3809",Heading
5679,sizing machines,"8445",Heading
5680,sizing machines,"8451",Heading
5681,skate boards,"9506",Heading
5682,skates,"9506",Heading
5683,skating boots - with skates attached,"9506",Heading
5684,skating boots -  without skates,"64",Chapter
5685,skin care preparations,"3304",Heading
5686,skins - bird,"0505",Heading
5687,skins - bird,"6701",Heading
5688,"skins - fur, raw","4301",Heading
5689,"skins - other, raw","4101",Heading
5690,"skins - other, raw","4103",Heading
5691,"skins - other, raw","4202",Heading
5692,skins - waste,"0511",Heading
5693,skip hoists,"8428",Heading
5694,skirt and divided skirts - women's and girls knitted or crocheted,"6104",Heading
5695,skirts and divided skirts - women's and girls other than knitted or crocheted,"6204",Heading
5696,"skirts, textile","6104",Heading
5697,"skirts, textile","6204",Heading
5698,skis (snow),"9506",Heading
5699,ski suits - knitted or crocheted,"6112",Heading
5700,ski suits - other than knitted or crocheted,"6211",Heading
5701,"skylight frames, zinc","7907",Heading
5702,slag (iron or steel),"2618",Heading
5703,slag (iron or steel),"2619",Heading
5704,slag wool,"6806",Heading
5705,"slate, crude","2514",Heading
5706,"slate, worked and articles thereof","6803",Heading
5707,"slates, drawing","9610",Heading
5708,"sleepers, railway or tramway, of wood","4406",Heading
5709,"sleeves, clothing","6117",Heading
5710,"sleeves, clothing","6217",Heading
5711,slide fasteners - zips,"9607",Heading
5712,slide projectors,"9008",Heading
5713,"slings, wire, iron or steel","7312",Heading
5714,slippers,"6402",Heading
5715,"slips, plant","0602",Heading
5716,"slips, underwear","6108",Heading
5717,"slips, underwear","6208",Heading
5718,"slotting machines, metal working","8461",Heading
5719,"smart cards, with micro chips","8523",Heading
5720,smart card readers,"8471",Heading
5721,smocks,"6114",Heading
5722,smocks,"6211",Heading
5723,smoke alarms,"8531",Heading
5724,smoke alarms,"9022",Heading
5725,smoke alarms,"9027",Heading
5726,smoke detectors,"8531",Heading
5727,smoke detectors,"9022",Heading
5728,smoke detectors,"9027",Heading
5729,"smoothing irons, electric","8516",Heading
5730,"snails, other than sea snails","0307",Heading
5731,"snap fasteners (for clothing, household linen etc)","9606",Heading
