"id","title","referenced_id","referenced_class"
1083,casks - wood,"4416",Heading
1084,cassette deck and mechanisms,"8519",Heading
1085,"cassette tapes, recorded or unrecorded","8523",Heading
1086,cassettes for cleaning,"8522",Heading
1087,cassia pulp,"1302",Heading
1088,castanets,"9206",Heading
1089,"casting machines, metal foundry","8454",Heading
1090,"castor oil, hydrogenated","1516",Heading
1091,"caster oil, other","1515",Heading
1092,castor seeds,"1207",Heading
1093,catalogues,"4911",Heading
1094,catalytic preparations for chemical processes,"3815",Heading
1095,"catapults, aircraft launching","8805",Heading
1096,catches - base metal,"8302",Heading
1097,catches safety,"9305",Heading
1098,catgut,"4206",Heading
1099,cathedral glass,"7003",Heading
1100,catheters,"9018",Heading
1101,cathode-ray tubes,"8540",Heading
1102,cathodes for electronic valves and tubes,"8540",Heading
1103,cathodes of copper,"7403",Heading
1104,cathodes of nickel,"7502",Heading
1105,cats,"0106",Heading
1106,cattle,"0102",Heading
1107,cauliflowers,"0704",Heading
1108,caustic potash (potassium hydroxide),"2815",Heading
1109,caustic soda (sodium hydroxide),"2815",Heading
1110,caviar and caviar substitutes,"1604",Heading
1111,ceiling tiles of plastic,"3918",Heading
1112,"cellular rubber mattresses, cushions, pillows","9404",Heading
1113,celluloid sheets,"3918",Heading
1114,"cellulose acetate (including tracetate), in primary form","3912",Heading
1115,cellulose based glues put up for retail sale,"3506",Heading
1116,cellulose fibre-cement articles of,"6811",Heading
1117,"cellulose, regenerated sheets","3920",Heading
1118,cement articles of whether or not reinforced,"6810",Heading
1119,cement based paints,"3214",Heading
1120,cement copper,"7401",Heading
1121,cement making machinery,"8474",Heading
1122,"cements or mortars, refractory","3801",Heading
1123,central heating boilers (other than steam generating boilers) iron or steel,"8403",Heading
1124,"central processing unit, computer","8542",Heading
1125,centrifugal (spin) dryers,"8421",Heading
1126,centrifuges,"8421",Heading
1127,ceramic articles,"69",Chapter
1128,ceramic fibres,"6806",Heading
1129,ceramic firing testers (fusible),"3824",Heading
1130,ceramic making machinery,"8474",Heading
1131,ceramic working machinery,"8456",Heading
1132,cereal husks,"1213",Heading
1133,cereal straws,"1213",Heading
1134,"cereals - milled, flaked, etc","11",Chapter
1135,cereals - prepared by swelling or roasting,"1904",Heading
1136,cereals - unmilled,"10",Chapter
1137,"cerium, compounds","2846",Heading
1138,cermets non radioactive,"8413",Heading
1139,cermets radioactive,"2844",Heading
1140,"chain, copper","7419",Heading
1141,chain iron or steel,"7315",Heading
1142,chair lifts,"8428",Heading
1143,chairs,"9401",Heading
1144,"chalk, drawing, ect","9609",Heading
1145,"chalk, natural","2509",Heading
1146,chamois,"4114",Heading
1147,charmotte earth,"2508",Heading
1148,champagne,"2204",Heading
1149,chantilly lace,"5804",Heading
1150,"charcoal, activated","3802",Heading
1151,"charcoal, wood","4402",Heading
1152,"charcoals, drawing","9609",Heading
1153,chargers (accumulators),"8504",Heading
1154,charts,"4905",Heading
1155,chassis without engines for motor vehicles,"8708",Heading
1156,chassis fitted with engines for motor vehicles,"8706",Heading
1157,"checking machines, weight operated","8423",Heading
1158,cheese,"0406",Heading
1159,cheese fondues,"2106",Heading
1160,cheese cloth,"6307",Heading
1161,chemical lighters,"9616",Heading
1162,chemical mixtures and preparations,"30",Chapter
1163,chemicals organic,"29",Chapter
1164,chemicals inorganic,"28",Chapter
1165,chemistry set (toy),"9503",Heading
1166,chenille fabrics,"5801",Heading
1167,chenille yarns,"5606",Heading
1168,cheque books,"4907",Heading
1169,cheque-writing machines,"8472",Heading
1170,cheroots,"2402",Heading
1171,"cherries, fresh","0809",Heading
1172,"chestnut, fresh and dried","0802",Heading
1173,chewing gum (sugar),"1704",Heading
1174,chewing gum (sugar free),"2106",Heading
1175,chickens (gallus domesticus),"0105",Heading
1176,"chicory, roasted","2101",Heading
1177,chicory root unroasted,"0601",Heading
1178,chicory salad fresh or chilled,"0705",Heading
1179,chiffon twist,"5004",Heading
1180,"chimney pots, cowls, liners of ceramics","6905",Heading
1181,china clay,"2507",Heading
1182,china clay working machines,"8474",Heading
1183,china jute,"5303",Heading
1184,china,"69",Chapter
1185,"chinaware, domestic","6911",Heading
1186,ching-ma,"5303",Heading
1187,"chiolite, natural","2527",Heading
1188,"chipboard, wood (particle board)","4410",Heading
1189,"chips, wood","4401",Heading
1190,chipwood,"4404",Heading
1191,chiropody sets and appliances,"8214",Heading
1192,"chisels, cold","8205",Heading
1193,"chisels, wood","8205",Heading
1194,chitin,"3913",Heading
1195,chlorates and perchlorates,"2829",Heading
1196,chlorides of metal (other than sodium),"2827",Heading
1197,"chlorides and oxychlorides, of non-metals","2812",Heading
1198,"chlorides, double or complex","2842",Heading
1199,chlorine,"2801",Heading
1200,chlorites and hypochlorite's,"2828",Heading
1201,chlorsulphuric acid,"2806",Heading
1202,chocolate - confectionery,"1806",Heading
1203,chocolate - couverture,"1806",Heading
1204,chocolate - milk crumb,"1806",Heading
1205,chocolate - moulded,"1806",Heading
1206,chocolate - preparations,"1806",Heading
1207,chocolate - white,"1704",Heading
1208,chocolate manufacturing machinery,"8438",Heading
1209,choline chloride,"2923",Heading
1210,christmas cards,"4909",Heading
1211,christmas crackers,"9505",Heading
1212,christmas stockings,"9505",Heading
1213,christmas tree decorations,"9505",Heading
1214,christmas tee lights,"9405",Heading
1215,"chlomate, dichromate's and perchromates","2841",Heading
1216,"chromite bricks, unfired","6815",Heading
1217,chromium oxide and hydroxides,"2819",Heading
1218,chromium,"8112",Heading
1219,chromium colours,"3206",Heading
1220,chromium ores and concentrates,"2610",Heading
1221,chucks,"8466",Heading
1222,chutes - escape,"8803",Heading
1223,chutes - sliding,"7308",Heading
1224,chutes - water,"9508",Heading
1225,chutes - water sport equipment,"9506",Heading
1226,"chutney, mango","2001",Heading
1227,cider,"2206",Heading
1228,cider making machinery,"8435",Heading
1229,cigar and cigarette holders,"9614",Heading
1230,cigarette vending machines,"8476",Heading
1231,"cigarette boxes, wood","4420",Heading
1232,cigarette cases copper,"7419",Heading
1233,cigarette cases iron or steel,"7326",Heading
1234,cigarettes,"2402",Heading
1235,cigarillos,"2402",Heading
1236,cigars,"2402",Heading
1237,cinchona bark,"1211",Heading
1238,cinematographic sound reproducers,"8519",Heading
1239,cinematographic cameras,"9007",Heading
1240,"cinematographic film - sensitised and unexposed, in rolls","3707",Heading
1241,cinematographic film - exposed and developed,"3706",Heading
1242,cinematographic film - exposed but not developed,"3704",Heading
1243,cinematographic projectors,"9007",Heading
1244,cinematographic sound recorders,"8519",Heading
1245,cinnamon,"0906",Heading
1246,"circuit breakers, electrical","8536",Heading
1247,circular saw blades,"8202",Heading
1248,"cisterns, flushing, plastic","3922",Heading
1249,"citrus fruit, waste, dried","2308",Heading
1250,citrus fruit,"08",Chapter
1251,citrus fruit juice (no added water),"2009",Heading
1252,civet,"0510",Heading
1253,clamps,"8205",Heading
1254,clams,"0307",Heading
1255,clarinets,"9205",Heading
1256,"clasps, non locking, base metals for handbags, travel goods ect","8308",Heading
1257,claws,"0507",Heading
1258,clay,"2507",Heading
1259,clay expanded,"6806",Heading
1260,"cleaners, vacuum","8508",Heading
1261,cleaning kits for video/audio,"8522",Heading
1262,"cleaning machinery, textile","8451",Heading
1263,cleaning preparations,"3402",Heading
1264,cleansing creams,"3304",Heading
1265,cleansing oils,"2710",Heading
1266,cleansing tissues,"4818",Heading
1267,"cleavers, butchers (base metal)","8214",Heading
1268,clementine's,"08",Chapter
1269,clerical garments and vestlets,"6114",Heading
1270,climbing sticks,"6602",Heading
1271,clinical waste,"3825",Heading
1272,clinkers (mineral),"2621",Heading
1273,clinkers (cement),"2523",Heading
1274,clippers - animal hair (machinery),"8436",Heading
1275,"clippers - hair, electric","8510",Heading
1276,"clippers - hair, non electric","8214",Heading
1277,clippers - nail,"8214",Heading
1278,cloaks - knitted or crocheted men's or boys,"6101",Heading
1279,cloaks - other than knitted or crocheted men's or boys,"6201",Heading
1280,cloaks - knitted or crocheted women's or girls,"6102",Heading
1281,cloaks - other than knitted or crocheted women's or girls,"6202",Heading
1282,clocks - clock radios,"8527",Heading
1283,clocks - cases and parts of clock cases,"9112",Heading
1284,clocks - glasses of plastic,"3924",Heading
1285,"clocks - glasses, not optically worked","7015",Heading
1286,clocks - movements complete and assembled,"9109",Heading
1287,clocks - movement complete unassembled or partly assembled,"9110",Heading
1288,clocks - incomplete assembled,"9110",Heading
1289,clocks - parts,"9114",Heading
1290,clocks with watch movement,"9103",Heading
1291,clocks other than with clock movement,"9104",Heading
1292,clogs straps,"6406",Heading
1293,clog making machinery,"8465",Heading
1294,cloth - iron or steel,"7314",Heading
1295,"cloth - photographic sensitised, unexposed","3703",Heading
1296,"cloth - wire, aluminium","7616",Heading
1297,"cloth - wire, copper","7414",Heading
1298,cloth -clothing,"4203",Heading
1299,"clothing accessories - knitted or crocheted, not elsewhere specified or included","6117",Heading
1300,"cloths, cleaning textile","6307",Heading
1301,clover,"1214",Heading
1302,clover seed and seed of clover like plant,"1209",Heading
1303,cloves,"0907",Heading
1304,"clubs, golf (toy)","9503",Heading
1305,"clubs, golf (sport)","9506",Heading
1306,"clutch linings, unmounted","6813",Heading
1307,clutches and clutch brake assembled for machinery,"8483",Heading
1308,clutches for motor vehicles,"8708",Heading
1309,co-axial cable,"8544",Heading
1310,"coach screws, of iron or steel","7318",Heading
1311,"coaches, railway and tramway, mechanically propelled","8603",Heading
1312,"coaches, railway, not mechanically propelled","8605",Heading
1313,coal gas,"2705",Heading
1314,coal tar,"2706",Heading
1315,coal,"2701",Heading
1316,coal cutters,"8430",Heading
1317,coal tar pitch,"2708",Heading
1318,"coal tar pitch, articles of","6807",Heading
1319,coalfish (saithe),"0301",Heading
1320,coats and similar articles - men's and boys knitted or crocheted,"6101",Heading
1651,dairy machinery,"8434",Heading
1653,damasks - cotton,"5208",Heading
1321,coats and similar articles - men and boys other than knitted or crocheted,"6201",Heading
1322,coats and similar articles - women's and girls knitted or crocheted,"6102",Heading
1323,coats and similar articles - women and girls other than knitted or crocheted,"6202",Heading
1324,coat hangers - iron or steel,"7323",Heading
1325,coat hangers - plastics,"3926",Heading
1326,coat hangers - wood,"4421",Heading
1327,coating preparations,"3810",Heading
1328,"coating machinery, textile","8451",Heading
1329,"coats, textile","6101",Heading
1330,cobalt,"8405",Heading
1331,cobalt oxides and hydroxides,"2822",Heading
1332,cochineal,"0511",Heading
1333,cochineal extract,"3203",Heading
1334,cockles,"0307",Heading
1335,cocoa - beans,"1801",Heading
1336,cocoa - butter,"1804",Heading
1337,cocoa -paste,"1803",Heading
1338,"cocoa - powder, unsweetened","1805",Heading
1339,cocoa - preparations,"1806",Heading
1340,cocoa - shells and husks,"1802",Heading
1341,cocoa - skins,"1802",Heading
1342,cocoa - waste,"1802",Heading
1343,coconut (copra) oil,"1513",Heading
1344,coconut shells,"1404",Heading
1345,"coconut shells, worked","9602",Heading
1346,coconuts fresh or dried,"0801",Heading
1347,"cocoons, silk worm - suitable for reeling","5001",Heading
1348,"cocoons, silk worm - unsuitable for reeling","5003",Heading
1349,"cod liver oil, in bulk","1504",Heading
1350,"cod liver oil, put up as a medicament","3004",Heading
1351,coffee processing machinery,"8438",Heading
1352,"coffee - extracts, essences and concentrates","2101",Heading
1353,coffee - instant,"2101",Heading
1354,"coffee - raw, roasted and filter","0901",Heading
1355,coffee - substitutes containing coffee,"0901",Heading
1356,coffee - substitutes not containing coffee,"2101",Heading
1357,"coffee mills, domestic, non electric","8210",Heading
1358,"coffee or tea makers, electric domestic","8516",Heading
1359,"coffee or tea makers, electric non domestic","8419",Heading
1360,coffer-dams,"8907",Heading
1361,coffins of wood,"4421",Heading
1362,cog wheels,"8483",Heading
1363,cognac,"2208",Heading
1364,coin - blanks of nickel,"7508",Heading
1365,coin - collections,"8705",Heading
1366,coin - jewellery,"71",Chapter
1367,coin - legal/non legal tender,"7118",Heading
1368,coin -scrap,"7118",Heading
1369,coin sorting counting and wrapping machines,"8472",Heading
1370,coir fibre not spun,"5305",Heading
1371,coke ovens,"8417",Heading
1372,coke and semi coke of coal lignite or peat,"2704",Heading
1373,coke pitch,"2708",Heading
1374,coke petroleum,"2713",Heading
1375,cola beverage,"2202",Heading
1376,cola (kola) extract,"1302",Heading
1377,cola (kola) nuts,"0802",Heading
1378,"colanders, iron or steel","7323",Heading
1379,cold cathode valves and tubes,"8540",Heading
1380,collages,"9701",Heading
1381,collarettes,"6117",Heading
1382,colombia pita,"5305",Heading
1383,colour lakes,"3205",Heading
1384,colouring matter,"32",Chapter
1385,combine harvester - threshers,"8433",Heading
1386,combine harvester threshers engines,"8407",Heading
1387,"combs, hair","9615",Heading
1388,"combs, textile machinery","8448",Heading
1389,"communication apparatus, tele communication","8517",Heading
1390,communication apparatus radio,"8517",Heading
1391,communion wafers,"1905",Heading
1392,compact discs,"8523",Heading
1393,compact discs (cd) rom drive readers,"8471",Heading
1394,"compact disc players, reading systems","8519",Heading
1395,combined with a radio receiver,"8527",Heading
1396,for use in television,"8521",Heading
1397,comparators,"9017",Heading
1398,compasses,"9014",Heading
1399,"composing sticks, hand operated","9611",Heading
1400,composition leather,"4115",Heading
1401,compound optical microscopes,"9011",Heading
1402,compressed tablets (confectionery),"1704",Heading
1403,compression ignition (diesel) engines,"8408",Heading
1404,"compressors, air or gas","8414",Heading
1405,computer disc,"8523",Heading
1406,computer tapes,"8523",Heading
1407,computer case with power supply unit,"8473",Heading
1408,"computer memories, for use with computers and other devices","8548",Heading
1409,computer mouse,"8471",Heading
1410,computer power supply unit (psu),"8504",Heading
1411,concentrates essential oil,"3301",Heading
1412,concertinas,"9204",Heading
1413,"concrete, articles of whether or not reinforces","6810",Heading
1414,concrete mixing machines,"8474",Heading
1415,concrete working machinery,"8456",Heading
1416,"concretes and cements, refractory","3816",Heading
1417,concretes (essential oils),"3301",Heading
1418,"concretes ready to pour, non refractory","3824",Heading
1419,condensers for refrigerators and refrigerating equipment,"8418",Heading
1420,condensers steam and other vapours,"8404",Heading
1421,"condiments, mixed","2103",Heading
1422,"conditioners, hay","8433",Heading
1423,conditioning machines,"8419",Heading
1424,condoms,"3926",Heading
1425,conductors,"8544",Heading
1426,conduit tubing ceramic,"6906",Heading
1427,"conduit tubing of base metal, lined with insulating material","8447",Heading
1428,conduit tubing of iron or steel unlined,"7303",Heading
1429,confectionery machinery,"8438",Heading
1430,confectionery chocolate,"1806",Heading
1431,confectionery liquorice,"1704",Heading
1432,confectionery sugar (not containing cocoa,"1704",Heading
1433,confetti,"9505",Heading
1434,congo jute,"5303",Heading
1435,"connectors, electrical","8535",Heading
1436,connectors for optical fibre cables,"8536",Heading
1437,contact lens solutions,"3307",Heading
1438,contact lenses unmounted ,"9001",Heading
1439,"contactors, electrical","8535",Heading
1440,"containers cleaning, capping, closing, drying, sealing filling labelling machines","8422",Heading
1441,containers ships,"8901",Heading
1442,containers for compressed or liquefied gas of aluminium,"7613",Heading
1443,containers for compressed or liquefied gas of iron or steel,"7311",Heading
1444,containers for the conveyance or packing of goods -aluminium,"7612",Heading
1445,containers for the conveyance or packing of goods - fibreboard,"4415",Heading
1446,containers for the conveyance or packing of goods - glass,"7010",Heading
1447,containers for the conveyance or packing of goods - iron or steel,"7309",Heading
1448,containers for the conveyance or packing of goods - road-rail,"8609",Heading
1449,containers for the conveyance or packing of goods -wood,"4415",Heading
1450,"continuous line graph recorders, electrical","90",Chapter
1451,contour measurers,"9031",Heading
1452,contraceptives - chemical,"3006",Heading
1453,contraceptives - sheath,"3926",Heading
1454,"control panels, electrical","8537",Heading
1455,"converters, metal foundry","8454",Heading
1456,conveyor and transmission belt fasteners of iron or steel,"7326",Heading
1457,conveyors,"8428",Heading
1458,"cookers, non electric iron or steel","7321",Heading
1459,cooking apparatus electric domestic,"8516",Heading
1460,cooking apparatus electric industrial,"8419",Heading
1461,"cooking apparatus, non electric of copper","7417",Heading
1462,cooking utensils - ceramic,"69",Chapter
1463,cooking utensils - glass,"7013",Heading
1464,"cookware, aluminium","7615",Heading
1465,coolers - for gas generators,"8405",Heading
1466,coolers non domestic,"8419",Heading
1467,coolers - refrigeration,"8418",Heading
1468,cooperage machines,"8465",Heading
1469,coopers product wood,"4416",Heading
1470,copal,"1301",Heading
1471,copiers,"8443",Heading
1472,"copper wire, not electrically insulated","7408",Heading
1473,copper ores and concentrates,"2603",Heading
1474,copper waste and scrap,"7404",Heading
1475,copper including alloys,"74",Chapter
1476,copra,"1203",Heading
1477,cops - for spinning and weaving of iron or steel,"7326",Heading
1478,cops of paper,"4822",Heading
1479,cops of wood,"4421",Heading
1480,coral worked,"9601",Heading
1481,coral unworked,"0508",Heading
1482,cord rubber vulcanised,"4007",Heading
1483,"cord string etc, of asbestos","6812",Heading
1484,cordage - aluminium,"7614",Heading
1485,cordage - copper,"7413",Heading
1486,cordage - iron or steel,"7312",Heading
1487,cordage textile (including string),"5607",Heading
1488,textile scrap or worn out,"6310",Heading
1489,"cordials, non alcoholic concentrates","2106",Heading
1490,corduroy,"5801",Heading
1491,coriander seeds,"0909",Heading
1492,"cork, agglomerated, including articles thereof","4504",Heading
1493,"cord, natural - articles of","4503",Heading
1494,"cork, natural - in rectangular blocks, plates, sheets or strips","4502",Heading
1495,"cork, natural - unworked, crushed, granulated or ground","4501",Heading
1496,"cork, natural - waste","4501",Heading
1497,cork working machinery,"8456",Heading
1498,corks crown base metal,"8309",Heading
1499,corms,"0601",Heading
1500,corn oil,"1515",Heading
1501,corned beef,"1602",Heading
1502,cornets -ice cream,"1905",Heading
1503,cornets - musical,"9205",Heading
1504,cornflakes,"1904",Heading
1505,corn,"1005",Heading
1506,corozo nuts,"1404",Heading
1507,corozo worked,"9602",Heading
1508,correcting fluids,"3824",Heading
1509,"corrugated sheets, asbestos -cement","6811",Heading
1510,corrugating machines,"8439",Heading
1511,corselet's,"6212",Heading
1512,corset belts,"4015",Heading
1513,corticosteroid medicaments,"2927",Heading
1514,"corundum, natural","2513",Heading
1515,"corundum, artificial","2818",Heading
1516,cosmetic brushes,"9603",Heading
1517,cosmetic cases - of aluminium,"7616",Heading
1518,cosmetic cases - of copper,"7419",Heading
1519,cosmetic cases - of iron or steel,"7326",Heading
1520,cosmetic case - other,"4202",Heading
1521,cosmetics,"33",Chapter
1522,cots of textile fabric,"6307",Heading
1523,cots - furniture,"9403",Heading
1524,"cotters and cotter-pins, copper","7415",Heading
1525,"cotters and cotter-pins, iron or steel","7318",Heading
1526,cotton linter pulp,"4706",Heading
1527,cotton buds,"5601",Heading
1528,cotton seed cake and meal,"2306",Heading
1529,cotton seed oil,"1512",Heading
1530,cotton seeds,"1207",Heading
1531,cotton (textile) - carded or combed,"5203",Heading
1532,"cotton textile - fabrics, knitted impregnated coated covered or laminated with rubber","5906",Heading
1533,cotton textile fabric otherwise impregnated coated cover or laminated,"6001",Heading
1534,cotton textile fabric- not coated or impregnated,"60",Chapter
1652,dairy spreads,"0405",Heading
1535,"cotton textile fabrics woven, impregnated coated covered or laminated","59",Chapter
1536,cotton textile - woven corduroy,"5801",Heading
1537,cotton textile - woven gauze,"5803",Heading
1538,cotton woven terry,"5802",Heading
1539,cotton woven velour pile fabrics,"5801",Heading
1540,cotton woven velour flock coated fabrics,"5907",Heading
1541,cotton woven velvet,"5801",Heading
1542,cotton woven other,"5204",Heading
1543,linters,"1404",Heading
1544,raw,"5201",Heading
1545,thread,"5204",Heading
1546,weddings medical,"3005",Heading
1547,weddings not medical,"5601",Heading
1548,cotton wadding waste,"5202",Heading
1549,cotton wadding yarn,"5204",Heading
1550,couch-grass,"1404",Heading
1551,cough sweets ,"1704",Heading
1552,counter bores,"8207",Heading
1553,"counters and timers - electronic, electric","9029",Heading
1554,counters and timers - non electronic,"9029",Heading
1555,counters (furniture),"9403",Heading
1556,countersinks,"8207",Heading
1557,"counting machines, weight operated","8423",Heading
1558,"couplings, shaft","8483",Heading
1559,"couverture, chocolate","1806",Heading
1560,coverall,"6114",Heading
1561,cows - live,"0102",Heading
1562,crabs,"0306",Heading
1563,"cradles, maintenance","8431",Heading
1564,"cramps, spiked, iron or steel","7317",Heading
1565,crane lorries,"8705",Heading
1566,cranes - floating,"8905",Heading
1567,"cranes - lorry mounted, excluding works trucks","8705",Heading
1568,cranes - railway and tramway rolling stock,"8604",Heading
1569,cranes - other,"8426",Heading
1570,cranks and crankshafts,"8483",Heading
1571,"crates, wood","4415",Heading
1572,cravats,"6117",Heading
1573,crawfish,"0301",Heading
1574,crayons,"9609",Heading
1575,cream separators,"8421",Heading
1576,"cream, fresh (including uht and frozen)","0401",Heading
1577,"cream, canned","0402",Heading
1578,creosote oils,"2707",Heading
1579,cresylic acid,"2707",Heading
1580,cricket pads,"9506",Heading
1581,"cricket requisites, except gloves and other clothing","9506",Heading
1582,"crimpers, hay","8433",Heading
1583,crispbread,"1905",Heading
1584,crocheted garments,"61",Chapter
1585,crocheted garments - babies,"6111",Heading
1586,crochet needles,"8448",Heading
1587,"crochet hooks, iron or steel","7319",Heading
1588,crocodile clips,"8536",Heading
1589,cropping machines,"8451",Heading
1590,croquet requisites,"9506",Heading
1591,cross-cut saws,"8202",Heading
1592,cross bars,"8205",Heading
1593,"crucibles, refractory","6903",Heading
1594,cruise ships,"8901",Heading
1595,"crusher, cider making","8435",Heading
1596,"crushers, fruit juice preparation","8435",Heading
1597,crushing machinery mineral,"8474",Heading
1598,crustaceans,"0306",Heading
1599,"cryolite, natural","2527",Heading
1600,"crystallised fruit, fruit peel and parts of plants","2006",Heading
1601,"crystal, piezo-electric mounted","8541",Heading
1602,cuba jute,"5303",Heading
1603,cuckoo clocks,"9105",Heading
1604,"cucumbers, fresh or chilled","0707",Heading
1605,cuff-links of base metal,"7117",Heading
1606,cuff links of precious metal,"7113",Heading
1607,cuff links set with precious or semi precious stones,"7116",Heading
1608,cultivators,"8432",Heading
1609,"culture media, prepared","3821",Heading
1610,cultured pearls (not strung or temporarily strung for transport,"7101",Heading
1611,cumin seeds,"0909",Heading
1612,cupboards,"9403",Heading
1613,cupro-nickel,"74",Chapter
1614,"cups, plastic household","3924",Heading
1615,"cups, plastic vending","3923",Heading
1616,cups paper,"4823",Heading
1617,curana,"5305",Heading
1618,"curb stones, of natural stone (excluding slate)","6801",Heading
1619,curd,"0406",Heading
1620,"curling tong heaters, electric","8516",Heading
1621,"curling grips, iron or steel","9615",Heading
1622,currants,"08",Chapter
1623,currency notes,"4907",Heading
1624,curtains textile,"6303",Heading
1625,cushion covers,"6304",Heading
1626,cushions,"9404",Heading
1627,cut flowers,"0603",Heading
1628,cutlasses,"9307",Heading
1629,cutlery,"8211",Heading
1630,"cutters, milling","8207",Heading
1631,"cutters, coal","8430",Heading
1632,"cutting machines and apparatus, by application of direct electrical energy","8515",Heading
1633,"cutting appliances, gas operated","8468",Heading
1634,cutting machines,"8441",Heading
1635,"cutting wheels, discs, etc","6804",Heading
1636,cuttings,"0602",Heading
1637,cuttle fish,"0307",Heading
1638,cyanamides - calcium,"3102",Heading
1639,cyanamides - other,"2851",Heading
1640,cyanates and thiocyanates,"2838",Heading
1641,cyanides and complex cyanides,"2837",Heading
1642,"cycles, not motorised","8712",Heading
1643,cycles not motorised parts,"8714",Heading
1644,cyclones,"8421",Heading
1645,cycoltrons,"8543",Heading
1646,cycotrons,"8543",Heading
1647,cylinders for compressed or liquefied gas - aluminium,"7613",Heading
1648,cylinders for compressed or liquefied gas - iron or steel,"7311",Heading
1649,cymbals,"9206",Heading
1650,daggers,"9307",Heading
1654,damasks - flax,"5309",Heading
1655,damasks - man made filament,"5407",Heading
1656,damasks - man made staple fibres,"5512",Heading
1657,dams,"5810",Heading
1658,dari,"1007",Heading
1659,darning needles,"7319",Heading
1660,darts,"9306",Heading
1661,darts toys,"9503",Heading
1662,"dasheens, fresh or dried","0714",Heading
1663,data processing machines,"8471",Heading
1664,data recorders,"8543",Heading
1665,"date stamps, hand operated","8471",Heading
1666,"dates, fresh or dried","0804",Heading
1667,dating machines,"8443",Heading
1668,davits,"8425",Heading
1669,de-greasing preparations,"3402",Heading
1670,de-humidifiers,"8479",Heading
1671,de-icing fluids,"3820",Heading
1672,de-modulators - carrier current line,"8517",Heading
1673,de-modulators - radio transmission,"8525",Heading
1674,deaf aids,"9021",Heading
1675,decalcomanias,"4908",Heading
1676,"decanters, glass, precious metal","7013",Heading
1677,decanting vats,"7309",Heading
1678,decibel meters,"9030",Heading
1679,deck chairs,"9401",Heading
1680,"decorations, christmas tree (except lights)","9505",Heading
1681,"decoys, game","9507",Heading
1682,"deed boxes, base metal","8303",Heading
1683,deep freezers,"8418",Heading
1684,deep fat fryers,"8419",Heading
1685,"defrosters and demisters, electric for motor vehicles","8512",Heading
1686,degras,"1522",Heading
1687,"demijohns, glass","7010",Heading
1688,"demonstrational instruments, apparatus or models","9023",Heading
1689,denatured salt,"2501",Heading
1690,denim,"5209",Heading
1691,dental - fillings and cement,"3006",Heading
1692,dental floss,"3306",Heading
1693,dental instruments and appliances,"9018",Heading
1694,dental plate brushes,"9603",Heading
1695,dental preparations based on plaster,"3407",Heading
1696,"dental wax put up in sets or in plates, sticks, etc","3407",Heading
1697,dentists chairs incorporating dental equipment,"9018",Heading
1698,dentist chairs not incorporating dental equipment,"9402",Heading
1699,denture brushes,"9603",Heading
1700,denture fixtures,"3306",Heading
1701,denture-cleansing preparations,"3306",Heading
1702,dentures,"9021",Heading
1703,"deodorants, anti-perspirants and room deodorisers","3307",Heading
1704,deodorising room prepared,"3307",Heading
1705,depilatories,"3307",Heading
1706,derricks,"8426",Heading
1707,desiccated coconut,"0801",Heading
1708,designs (printed matter),"4911",Heading
1709,"desk racks, base metal","8304",Heading
1710,desks,"9403",Heading
1711,detergents,"3401",Heading
1712,"detonators, detonating fuses","3603",Heading
1713,developers,"3707",Heading
1714,developing equipment,"9010",Heading
1715,devils cotton,"5303",Heading
1716,dextrins and dextrin glues,"3505",Heading
1717,diagnostic strips,"38",Chapter
1718,dialysis apparatus,"9018",Heading
1719,diamond dies for wire drawing,"8207",Heading
1720,diamond ring,"7113",Heading
1721,"diamonds, loose","7102",Heading
1722,diaries,"4820",Heading
1723,"diatomite, activated","3802",Heading
1724,"diatomite, not activated","2512",Heading
1725,"diazo, azo and azoxy compounds","2927",Heading
1726,dictating machines and parts and accessories,"8519",Heading
1727,dictionaries,"4901",Heading
1728,dies of sintered metal carbide,"8207",Heading
1729,"dies, threading","8207",Heading
1730,diesel engines,"8408",Heading
1731,diesel oil,"2710",Heading
1732,diffraction apparatus,"9001",Heading
1733,"diffusers, light","9405",Heading
1734,"diggers, shaker","8433",Heading
1735,digital to analogue converters,"8543",Heading
1736,digital audio disc players (laser optical reading systems - compact disc players) - combined with a radio receiver,"8527",Heading
1737,digital audio disc players (laser optical reading systems - compact disc players) - other,"8519",Heading
1738,digital cameras,"8525",Heading
1739,digital copiers,"8443",Heading
1740,digital tv set top box,"8528",Heading
1741,digital video disc (dvd) drive readers,"8471",Heading
1742,digital video disc (dvd) players,"8521",Heading
1743,digitizers,"8479",Heading
1744,dinas earth,"2508",Heading
1745,"diodes, valve and semi-conductor","8541",Heading
1746,dipentene,"2902",Heading
1747,"dips, sheep and cattle","3808",Heading
1748,direct current meters,"9028",Heading
1749,direction finding compasses,"9014",Heading
1750,directories,"4901",Heading
1751,"directories, if advertising","4911",Heading
1752,disc brake pad assemblies,"8708",Heading
1753,"discharge lamps, i.e bulbs only","8539",Heading
1754,dischargers,"8416",Heading
1755,discs - computer blank or recorded,"8523",Heading
1756,discs - for the manufacture of crown corks,"4503",Heading
1757,dish washing machines,"8422",Heading
1758,disinfectants,"3808",Heading
1759,"dispersions, rubber","4005",Heading
1760,"display cabinets, refrigeration","8418",Heading
1761,"display stand, floor standing","9403",Heading
1762,distempers,"3209",Heading
